Deal Name,Date,Investor,Measure,Amount
LOTUS II,2021-09-26,Gates Invest,Estimated NAV,9834733.6633
LOTUS II,2021-09-26,Sapir LLC,Estimated NAV,842770.4831
LOTUS II,2021-09-26,MSD,Estimated NAV,560641.3085
LOTUS II,2021-09-26,Jobs Capital,Estimated NAV,1403411.7916
LOTUS II,2021-09-26,Gates Capital,Estimated NAV,1451417.0
LOTUS II,2021-09-26,Oak Family,Estimated NAV,4919175.352
LOTUS II,2021-09-26,MSD,Estimated NAV,579819.0
LOTUS II,2021-09-26,Gibraltar Investments,Estimated NAV,5056622.8986
LOTUS II,2021-09-26,Third Gen Partners,Estimated NAV,560641.3085
LOTUS II,2021-09-26,Stowy Family,Estimated NAV,5809408.0
LOTUS II,2021-09-26,Gibraltar Investments,Estimated NAV,5229589.0
LOTUS II,2021-09-26,Gates Invest,Estimated NAV,10171137.0
LOTUS II,2021-09-26,Jobs Capital,Estimated NAV,1451417.0
LOTUS II,2021-09-26,Sapir LLC,Estimated NAV,871598.0
LOTUS II,2021-09-26,Bill and Melinda Foundation,Estimated NAV,2459587.676
LOTUS II,2021-09-26,Overwatch LLC,Estimated NAV,3632283.0
LOTUS II,2021-09-26,Overwatch LLC,Estimated NAV,3512146.5197
LOTUS II,2021-09-26,Oak Family,Estimated NAV,5087440.0
LOTUS II,2021-09-26,Third Gen Partners,Estimated NAV,579819.0
LOTUS II,2021-09-26,Bill and Melinda Foundation,Estimated NAV,2543720.0
LOTUS II,2021-09-26,Gates Capital,Estimated NAV,1403411.7916
LOTUS II,2021-12-02,Gibraltar Investments,Distribution,-236556.0
LOTUS II,2021-12-02,Oak Family,Distribution,-230126.0
LOTUS II,2021-12-02,Bill and Melinda Foundation,Distribution,-115063.0
LOTUS II,2021-12-02,Gates Invest,Estimated NAV,9374650.3138
LOTUS II,2021-12-02,Overwatch LLC,Distribution,-164303.0
LOTUS II,2021-12-02,Jobs Capital,Estimated NAV,1337758.1176
LOTUS II,2021-12-02,Overwatch LLC,Estimated NAV,3347843.1242
LOTUS II,2021-12-02,Sapir LLC,Distribution,-39426.0
LOTUS II,2021-12-02,Sapir LLC,Estimated NAV,803344.4366
LOTUS II,2021-12-02,MSD,Estimated NAV,534413.681
LOTUS II,2021-12-02,Third Gen Partners,Distribution,-26228.0
LOTUS II,2021-12-02,Third Gen Partners,Estimated NAV,534413.681
LOTUS II,2021-12-02,Gates Invest,Distribution,-460083.0
LOTUS II,2021-12-02,MSD,Distribution,-26228.0
LOTUS II,2021-12-02,Oak Family,Estimated NAV,4689049.072
LOTUS II,2021-12-02,Stowy Family,Estimated NAV,5354480.3006
LOTUS II,2021-12-02,Gibraltar Investments,Estimated NAV,4820066.6196
LOTUS II,2021-12-02,Bill and Melinda Foundation,Estimated NAV,2344524.536
LOTUS II,2021-12-02,Stowy Family,Distribution,-262784.0
LOTUS II,2021-12-02,Gates Capital,Estimated NAV,1337758.1176
LOTUS II,2021-12-02,Jobs Capital,Distribution,-65654.0
LOTUS II,2021-12-02,Gates Capital,Distribution,-65654.0
LOTUS II,2022-01-02,Stowy Family,Estimated NAV,5910793.447846
LOTUS II,2022-01-02,Third Gen Partners,Estimated NAV,616165.0
LOTUS II,2022-01-02,Gates Invest,Estimated NAV,10808730.0
LOTUS II,2022-01-02,MSD,Estimated NAV,616165.0
LOTUS II,2022-01-02,Oak Family,Estimated NAV,5406352.0
LOTUS II,2022-01-02,Gates Capital,Estimated NAV,1476746.849816
LOTUS II,2022-01-02,Gibraltar Investments,Estimated NAV,5557412.0
LOTUS II,2022-01-02,Sapir LLC,Estimated NAV,926235.0
LOTUS II,2022-01-02,Overwatch LLC,Estimated NAV,3859977.0
LOTUS II,2022-01-02,Jobs Capital,Estimated NAV,1542401.0
LOTUS II,2022-01-02,Jobs Capital,Estimated NAV,1476746.849816
LOTUS II,2022-01-02,Oak Family,Estimated NAV,5176226.07152
LOTUS II,2022-01-02,Stowy Family,Estimated NAV,6173577.0
LOTUS II,2022-01-02,Sapir LLC,Estimated NAV,886809.319606
LOTUS II,2022-01-02,Overwatch LLC,Estimated NAV,3695673.173122
LOTUS II,2022-01-02,Bill and Melinda Foundation,Estimated NAV,2588113.03576
LOTUS II,2022-01-02,Third Gen Partners,Estimated NAV,589937.53021
LOTUS II,2022-01-02,Gibraltar Investments,Estimated NAV,5320855.917636
LOTUS II,2022-01-02,Bill and Melinda Foundation,Estimated NAV,2703176.0
LOTUS II,2022-01-02,Gates Capital,Estimated NAV,1542401.0
LOTUS II,2022-01-02,Gates Invest,Estimated NAV,10348646.094458
LOTUS II,2022-01-02,MSD,Estimated NAV,589937.53021
LOTUS II,2022-01-18,Overwatch LLC,Distribution,-26369.0
LOTUS II,2022-01-18,Third Gen Partners,Distribution,-4209.0
LOTUS II,2022-01-18,Bill and Melinda Foundation,Distribution,-18467.0
LOTUS II,2022-01-18,Gates Capital,Estimated NAV,1466209.993956
LOTUS II,2022-01-18,Jobs Capital,Estimated NAV,1466209.993956
LOTUS II,2022-01-18,Gates Capital,Distribution,-10537.0
LOTUS II,2022-01-18,MSD,Distribution,-4209.0
LOTUS II,2022-01-18,Sapir LLC,Distribution,-6328.0
LOTUS II,2022-01-18,Gibraltar Investments,Distribution,-37965.0
LOTUS II,2022-01-18,Jobs Capital,Distribution,-10537.0
LOTUS II,2022-01-18,Gates Invest,Distribution,-73839.0
LOTUS II,2022-01-18,MSD,Estimated NAV,585728.219235
LOTUS II,2022-01-18,Oak Family,Estimated NAV,5139292.76232
LOTUS II,2022-01-18,Overwatch LLC,Estimated NAV,3669303.876627
LOTUS II,2022-01-18,Bill and Melinda Foundation,Estimated NAV,2569646.38116
LOTUS II,2022-01-18,Stowy Family,Distribution,-42175.0
LOTUS II,2022-01-18,Oak Family,Distribution,-36933.0
LOTUS II,2022-01-18,Sapir LLC,Estimated NAV,880481.774721
LOTUS II,2022-01-18,Gibraltar Investments,Estimated NAV,5282890.648326
LOTUS II,2022-01-18,Gates Invest,Estimated NAV,10274806.632903
LOTUS II,2022-01-18,Third Gen Partners,Estimated NAV,585728.219235
LOTUS II,2022-01-18,Stowy Family,Estimated NAV,5868618.867561
LOTUS II,2022-04-03,Gates Invest,Estimated NAV,11204374.323345
LOTUS II,2022-04-03,Overwatch LLC,Estimated NAV,4001267.917605
LOTUS II,2022-04-03,Oak Family,Estimated NAV,5604247.5468
LOTUS II,2022-04-03,Stowy Family,Estimated NAV,6399556.206015
LOTUS II,2022-04-03,Oak Family,Estimated NAV,5641181.0
LOTUS II,2022-04-03,Jobs Capital,Estimated NAV,1598858.85894
LOTUS II,2022-04-03,Third Gen Partners,Estimated NAV,642929.0
LOTUS II,2022-04-03,Gates Capital,Estimated NAV,1609396.0
LOTUS II,2022-04-03,Gates Capital,Estimated NAV,1598858.85894
LOTUS II,2022-04-03,Stowy Family,Estimated NAV,6441731.0
LOTUS II,2022-04-03,Sapir LLC,Estimated NAV,966467.0
LOTUS II,2022-04-03,Gates Invest,Estimated NAV,11278213.0
LOTUS II,2022-04-03,Jobs Capital,Estimated NAV,1609396.0
LOTUS II,2022-04-03,Sapir LLC,Estimated NAV,960139.469415
LOTUS II,2022-04-03,Gibraltar Investments,Estimated NAV,5760836.81649
LOTUS II,2022-04-03,MSD,Estimated NAV,638719.389525
LOTUS II,2022-04-03,Gibraltar Investments,Estimated NAV,5798802.0
LOTUS II,2022-04-03,MSD,Estimated NAV,642929.0
LOTUS II,2022-04-03,Bill and Melinda Foundation,Estimated NAV,2802123.7734
LOTUS II,2022-04-03,Overwatch LLC,Estimated NAV,4027637.0
LOTUS II,2022-04-03,Third Gen Partners,Estimated NAV,638719.389525
LOTUS II,2022-04-03,Bill and Melinda Foundation,Estimated NAV,2820590.0
TYP I,2019-01-01,Third Gen Partners,Commitment,120500.0
TYP I,2019-01-01,Gates Invest,Commitment,1475000.0
TYP I,2019-01-01,Oak Family,Commitment,263500.0
TYP I,2019-01-01,MSD,Commitment,86000.0
TYP I,2019-01-01,Gibraltar Investments,Commitment,560500.0
TYP I,2019-01-01,Overwatch LLC,Commitment,485500.0
TYP I,2019-01-01,Gates Capital,Commitment,367000.0
TYP I,2019-01-01,Jobs Capital,Commitment,267000.0
TYP I,2019-01-01,Stowy Family,Commitment,766000.0
TYP I,2019-01-01,Bill and Melinda Foundation,Commitment,512000.0
TYP I,2019-01-01,Sapir LLC,Commitment,96500.0
TYP I,2019-06-17,Gates Capital,Capital Call,367146.0
TYP I,2019-06-17,Jobs Capital,Estimated NAV,267000.0
TYP I,2019-06-17,Overwatch LLC,Estimated NAV,485500.0
TYP I,2019-06-17,Oak Family,Capital Call,263529.0
TYP I,2019-06-17,Gates Capital,Estimated NAV,367000.0
TYP I,2019-06-17,Sapir LLC,Capital Call,96679.0
TYP I,2019-06-17,Gates Invest,Estimated NAV,1475000.0
TYP I,2019-06-17,Overwatch LLC,Capital Call,485437.0
TYP I,2019-06-17,Stowy Family,Estimated NAV,766000.0
TYP I,2019-06-17,Bill and Melinda Foundation,Capital Call,512120.0
TYP I,2019-06-17,Gibraltar Investments,Estimated NAV,560500.0
TYP I,2019-06-17,Third Gen Partners,Capital Call,120713.0
TYP I,2019-06-17,Third Gen Partners,Estimated NAV,120500.0
TYP I,2019-06-17,Jobs Capital,Capital Call,266984.0
TYP I,2019-06-17,Gates Invest,Capital Call,1475000.0
TYP I,2019-06-17,Oak Family,Estimated NAV,263500.0
TYP I,2019-06-17,MSD,Estimated NAV,86000.0
TYP I,2019-06-17,Sapir LLC,Estimated NAV,96500.0
TYP I,2019-06-17,Bill and Melinda Foundation,Estimated NAV,512000.0
TYP I,2019-06-17,Stowy Family,Capital Call,766000.0
TYP I,2019-06-17,MSD,Capital Call,85818.0
TYP I,2019-06-17,Gibraltar Investments,Capital Call,560574.0
TYP I,2020-06-11,Sapir LLC,Estimated NAV,106555.0
TYP I,2020-06-11,Third Gen Partners,Estimated NAV,133056.1723
TYP I,2020-06-11,Gates Invest,Estimated NAV,1629248.0
TYP I,2020-06-11,Gibraltar Investments,Estimated NAV,618904.0
TYP I,2020-06-11,Gibraltar Investments,Estimated NAV,618904.4363
TYP I,2020-06-11,Jobs Capital,Estimated NAV,294822.0
TYP I,2020-06-11,Gates Capital,Estimated NAV,405241.6202
TYP I,2020-06-11,Gates Invest,Estimated NAV,1628695.885
TYP I,2020-06-11,Stowy Family,Estimated NAV,845817.6596
TYP I,2020-06-11,Bill and Melinda Foundation,Estimated NAV,565350.7072
TYP I,2020-06-11,Stowy Family,Estimated NAV,845818.0
TYP I,2020-06-11,Oak Family,Estimated NAV,290957.0
TYP I,2020-06-11,Third Gen Partners,Estimated NAV,133056.0
TYP I,2020-06-11,Overwatch LLC,Estimated NAV,536089.3913
TYP I,2020-06-11,MSD,Estimated NAV,94961.2516
TYP I,2020-06-11,Bill and Melinda Foundation,Estimated NAV,565351.0
TYP I,2020-06-11,MSD,Estimated NAV,94961.0
TYP I,2020-06-11,Overwatch LLC,Estimated NAV,536089.0
TYP I,2020-06-11,Sapir LLC,Estimated NAV,106555.3579
TYP I,2020-06-11,Oak Family,Estimated NAV,290956.8581
TYP I,2020-06-11,Jobs Capital,Estimated NAV,294821.5602
TYP I,2020-06-11,Gates Capital,Estimated NAV,405242.0
TYP I,2020-06-15,Third Gen Partners,Other Fees,99.0
TYP I,2020-06-15,MSD,Other Fees,70.0
TYP I,2020-06-15,Oak Family,Estimated NAV,263500.0
TYP I,2020-06-15,Oak Family,Other Fees,216.0
TYP I,2020-06-15,Gates Invest,Other Fees,1208.0
TYP I,2020-06-15,Gates Invest,Estimated NAV,1475000.0
TYP I,2020-06-15,Sapir LLC,Other Fees,79.0
TYP I,2020-06-15,Bill and Melinda Foundation,Estimated NAV,512000.0
TYP I,2020-06-15,Bill and Melinda Foundation,Other Fees,419.0
TYP I,2020-06-15,Third Gen Partners,Estimated NAV,120500.0
TYP I,2020-06-15,Jobs Capital,Other Fees,219.0
TYP I,2020-06-15,Gibraltar Investments,Estimated NAV,560500.0
TYP I,2020-06-15,Gates Capital,Other Fees,301.0
TYP I,2020-06-15,Gibraltar Investments,Other Fees,459.0
TYP I,2020-06-15,Overwatch LLC,Other Fees,398.0
TYP I,2020-06-15,Gates Capital,Estimated NAV,367000.0
TYP I,2020-06-15,Sapir LLC,Estimated NAV,96500.0
TYP I,2020-06-15,Overwatch LLC,Estimated NAV,485500.0
TYP I,2020-06-15,Stowy Family,Estimated NAV,766000.0
TYP I,2020-06-15,Jobs Capital,Estimated NAV,267000.0
TYP I,2020-06-15,MSD,Estimated NAV,86000.0
TYP I,2020-06-15,Stowy Family,Other Fees,0.0
TYP I,2020-10-14,Oak Family,Estimated NAV,77608.9185
TYP I,2020-10-14,Gibraltar Investments,Other Fees,453820.0
TYP I,2020-10-14,Third Gen Partners,Estimated NAV,35490.9855
TYP I,2020-10-14,MSD,Chargeback Capital Call,-69632.0
TYP I,2020-10-14,Gates Invest,Chargeback Capital Call,-1194666.0
TYP I,2020-10-14,Gibraltar Investments,Chargeback Capital Call,-453820.0
TYP I,2020-10-14,Gates Capital,Other Fees,297149.0
TYP I,2020-10-14,Overwatch LLC,Estimated NAV,142994.8005
TYP I,2020-10-14,Bill and Melinda Foundation,Estimated NAV,150799.872
TYP I,2020-10-14,Stowy Family,Chargeback Capital Call,-620207.0
TYP I,2020-10-14,Gates Capital,Estimated NAV,108092.877
TYP I,2020-10-14,Gibraltar Investments,Estimated NAV,165084.6255
TYP I,2020-10-14,Stowy Family,Estimated NAV,225610.746
TYP I,2020-10-14,Sapir LLC,Other Fees,78133.0
TYP I,2020-10-14,Jobs Capital,Chargeback Capital Call,-216182.0
TYP I,2020-10-14,Oak Family,Other Fees,213348.0
TYP I,2020-10-14,Stowy Family,Other Fees,620207.0
TYP I,2020-10-14,MSD,Other Fees,69632.0
TYP I,2020-10-14,MSD,Estimated NAV,25329.666
TYP I,2020-10-14,Overwatch LLC,Other Fees,393095.0
TYP I,2020-10-14,Bill and Melinda Foundation,Other Fees,414551.0
TYP I,2020-10-14,Sapir LLC,Estimated NAV,28422.2415
TYP I,2020-10-14,Gates Capital,Chargeback Capital Call,-297149.0
TYP I,2020-10-14,Oak Family,Chargeback Capital Call,-213348.0
TYP I,2020-10-14,Gates Invest,Estimated NAV,434433.225
TYP I,2020-10-14,Bill and Melinda Foundation,Chargeback Capital Call,-414551.0
TYP I,2020-10-14,Third Gen Partners,Other Fees,97565.0
TYP I,2020-10-14,Overwatch LLC,Chargeback Capital Call,-393095.0
TYP I,2020-10-14,Jobs Capital,Other Fees,216182.0
TYP I,2020-10-14,Gates Invest,Other Fees,1194666.0
TYP I,2020-10-14,Third Gen Partners,Chargeback Capital Call,-97565.0
TYP I,2020-10-14,Sapir LLC,Chargeback Capital Call,-78133.0
TYP I,2020-10-14,Jobs Capital,Estimated NAV,78639.777
TYP I,2020-10-15,Oak Family,Estimated NAV,421526.0619
TYP I,2020-10-15,Overwatch LLC,Estimated NAV,776664.0
TYP I,2020-10-15,MSD,Estimated NAV,137576.0
TYP I,2020-10-15,Jobs Capital,Estimated NAV,427125.0798
TYP I,2020-10-15,Jobs Capital,Estimated NAV,427125.0
TYP I,2020-10-15,Stowy Family,Estimated NAV,1225385.0604
TYP I,2020-10-15,Gates Capital,Estimated NAV,587097.0198
TYP I,2020-10-15,Sapir LLC,Estimated NAV,154372.9221
TYP I,2020-10-15,Gates Invest,Estimated NAV,2359586.115
TYP I,2020-10-15,Bill and Melinda Foundation,Estimated NAV,819056.0
TYP I,2020-10-15,Sapir LLC,Estimated NAV,154373.0
TYP I,2020-10-15,Gates Invest,Estimated NAV,2360386.0
TYP I,2020-10-15,Stowy Family,Estimated NAV,1225385.0
TYP I,2020-10-15,Oak Family,Estimated NAV,421526.0
TYP I,2020-10-15,Gates Capital,Estimated NAV,587097.0
TYP I,2020-10-15,Third Gen Partners,Estimated NAV,192766.0
TYP I,2020-10-15,Gibraltar Investments,Estimated NAV,896643.0
TYP I,2020-10-15,Overwatch LLC,Estimated NAV,776663.7687
TYP I,2020-10-15,Gibraltar Investments,Estimated NAV,896642.7237
TYP I,2020-10-15,Bill and Melinda Foundation,Estimated NAV,819056.3328
TYP I,2020-10-15,Third Gen Partners,Estimated NAV,192766.1877
TYP I,2020-10-15,MSD,Estimated NAV,137575.8684
